algorithm,description,validation,Accuracy,Recall,Precision,Hamming,F,Cohen
Naive Bayes,GaussianNB,LOU,0.586956521739,0.586956521739,0.434782608696,0.413043478261,0.434782608696,
Naive Bayes,BernoulliNB,LOU,0.45652173913,0.45652173913,0.282608695652,0.54347826087,0.282608695652,
SVC,linear,LOU,0.478260869565,0.478260869565,0.413043478261,0.521739130435,0.413043478261,
SVC,poly,LOU,0.45652173913,0.45652173913,0.326086956522,0.54347826087,0.326086956522,
SVC,rbf,LOU,0.478260869565,0.478260869565,0.347826086957,0.521739130435,0.347826086957,
SVC,sigmoid,LOU,0.347826086957,0.347826086957,0.260869565217,0.652173913043,0.260869565217,
RandomForestClassifier,gini - 10,LOU,0.5,0.5,0.239130434783,0.5,0.239130434783,
RandomForestClassifier,gini - 20,LOU,0.434782608696,0.434782608696,0.260869565217,0.565217391304,0.260869565217,
RandomForestClassifier,gini - 50,LOU,0.391304347826,0.391304347826,0.304347826087,0.608695652174,0.304347826087,
RandomForestClassifier,gini - 100,LOU,0.369565217391,0.369565217391,0.282608695652,0.630434782609,0.282608695652,
RandomForestClassifier,gini - 150,LOU,0.369565217391,0.369565217391,0.239130434783,0.630434782609,0.239130434783,
RandomForestClassifier,gini - 200,LOU,0.391304347826,0.391304347826,0.260869565217,0.608695652174,0.260869565217,
RandomForestClassifier,gini - 250,LOU,0.413043478261,0.413043478261,0.260869565217,0.586956521739,0.260869565217,
RandomForestClassifier,gini - 500,LOU,0.434782608696,0.434782608696,0.282608695652,0.565217391304,0.282608695652,
RandomForestClassifier,gini - 750,LOU,0.413043478261,0.413043478261,0.260869565217,0.586956521739,0.260869565217,
RandomForestClassifier,gini - 1000,LOU,0.434782608696,0.434782608696,0.282608695652,0.565217391304,0.282608695652,
RandomForestClassifier,gini - 1500,LOU,0.434782608696,0.434782608696,0.282608695652,0.565217391304,0.282608695652,
RandomForestClassifier,entropy - 10,LOU,0.478260869565,0.478260869565,0.260869565217,0.521739130435,0.260869565217,
RandomForestClassifier,entropy - 20,LOU,0.434782608696,0.434782608696,0.282608695652,0.565217391304,0.282608695652,
RandomForestClassifier,entropy - 50,LOU,0.413043478261,0.413043478261,0.304347826087,0.586956521739,0.304347826087,
RandomForestClassifier,entropy - 100,LOU,0.369565217391,0.369565217391,0.282608695652,0.630434782609,0.282608695652,
RandomForestClassifier,entropy - 150,LOU,0.391304347826,0.391304347826,0.282608695652,0.608695652174,0.282608695652,
RandomForestClassifier,entropy - 200,LOU,0.45652173913,0.45652173913,0.304347826087,0.54347826087,0.304347826087,
RandomForestClassifier,entropy - 250,LOU,0.434782608696,0.434782608696,0.282608695652,0.565217391304,0.282608695652,
RandomForestClassifier,entropy - 500,LOU,0.434782608696,0.434782608696,0.282608695652,0.565217391304,0.282608695652,
RandomForestClassifier,entropy - 750,LOU,0.413043478261,0.413043478261,0.260869565217,0.586956521739,0.260869565217,
RandomForestClassifier,entropy - 1000,LOU,0.413043478261,0.413043478261,0.260869565217,0.586956521739,0.260869565217,
RandomForestClassifier,entropy - 1500,LOU,0.434782608696,0.434782608696,0.282608695652,0.565217391304,0.282608695652,
NuSVC,kernel: linear,LOU,0.434782608696,0.434782608696,0.304347826087,0.565217391304,0.304347826087,
NuSVC,kernel: poly,LOU,0.45652173913,0.45652173913,0.326086956522,0.54347826087,0.326086956522,
NuSVC,kernel: rbf,LOU,0.5,0.5,0.326086956522,0.5,0.326086956522,
NuSVC,kernel: sigmoid,LOU,0.45652173913,0.45652173913,0.239130434783,0.54347826087,0.239130434783,
GradientBoostingClassifier,GradientBoostingClassifier 10,LOU,0.565217391304,0.565217391304,0.369565217391,0.434782608696,0.369565217391,
GradientBoostingClassifier,GradientBoostingClassifier 20,LOU,0.586956521739,0.586956521739,0.369565217391,0.413043478261,0.369565217391,
GradientBoostingClassifier,GradientBoostingClassifier 50,LOU,0.5,0.5,0.347826086957,0.5,0.347826086957,
GradientBoostingClassifier,GradientBoostingClassifier 100,LOU,0.521739130435,0.521739130435,0.347826086957,0.478260869565,0.347826086957,
GradientBoostingClassifier,GradientBoostingClassifier 150,LOU,0.434782608696,0.434782608696,0.260869565217,0.565217391304,0.260869565217,
GradientBoostingClassifier,GradientBoostingClassifier 200,LOU,0.5,0.5,0.326086956522,0.5,0.326086956522,
GradientBoostingClassifier,GradientBoostingClassifier 250,LOU,0.478260869565,0.478260869565,0.304347826087,0.521739130435,0.304347826087,
GradientBoostingClassifier,GradientBoostingClassifier 500,LOU,0.521739130435,0.521739130435,0.347826086957,0.478260869565,0.347826086957,
GradientBoostingClassifier,GradientBoostingClassifier 750,LOU,0.478260869565,0.478260869565,0.304347826087,0.521739130435,0.304347826087,
GradientBoostingClassifier,GradientBoostingClassifier 1000,LOU,0.521739130435,0.521739130435,0.326086956522,0.478260869565,0.326086956522,
GradientBoostingClassifier,GradientBoostingClassifier 1500,LOU,0.54347826087,0.54347826087,0.347826086957,0.45652173913,0.347826086957,
gini,DecisionTreeClassifier gini best,LOU,0.521739130435,0.521739130435,0.304347826087,0.478260869565,0.304347826087,
gini,DecisionTreeClassifier gini random,LOU,0.45652173913,0.45652173913,0.239130434783,0.54347826087,0.239130434783,
entropy,DecisionTreeClassifier entropy best,LOU,0.54347826087,0.54347826087,0.326086956522,0.45652173913,0.326086956522,
entropy,DecisionTreeClassifier entropy random,LOU,0.5,0.5,0.304347826087,0.5,0.304347826087,
SAMME,10- AdaBoostClassifier,LOU,0.586956521739,0.586956521739,0.304347826087,0.413043478261,0.304347826087,
